date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2015-01-01,portugal,6634755605.0,1,1,1
2015-02-01,portugal,6121383607.0,1,1,1
2015-03-01,portugal,5870067969.0,1,1,1
2015-04-01,portugal,5416318025.0,1,1,1
2015-05-01,portugal,5015950101.0,1,1,1
2015-06-01,portugal,5431634826.0,1,1,1
2015-07-01,portugal,5476822330.0,1,1,1
2015-08-01,portugal,5115375977.0,1,1,1
2015-09-01,portugal,5337175178.0,1,1,1
2015-10-01,portugal,5668825392.0,1,1,1
2015-11-01,portugal,5984022668.0,1,1,1
2015-12-01,portugal,6174367298.0,1,1,1
2016-01-01,portugal,5748950606.0,1,1,1
2016-02-01,portugal,5584861262.0,1,1,1
2016-03-01,portugal,5931142050.0,1,1,1
2016-04-01,portugal,5041557798.0,1,1,1
2016-05-01,portugal,4777506610.0,1,1,1
2016-06-01,portugal,5074974408.0,1,1,1
2016-07-01,portugal,5646747960.0,1,1,1
2016-08-01,portugal,5401579909.0,1,1,1
2016-09-01,portugal,5515249899.0,1,1,1
2016-10-01,portugal,5567195392.0,1,1,1
2016-11-01,portugal,6326020630.0,1,1,1
2016-12-01,portugal,6733260343.0,1,1,1
2017-01-01,portugal,7102729995.0,1,1,1
2017-02-01,portugal,6161729872.0,1,1,1
2017-03-01,portugal,6248153899.0,1,1,1
2017-04-01,portugal,5541672758.0,1,1,1
2017-05-01,portugal,5627343174.0,1,1,1
2017-06-01,portugal,5705926675.0,1,1,1
2017-07-01,portugal,5835317232.0,1,1,1
2017-08-01,portugal,5748856362.0,1,1,1
2017-09-01,portugal,5531874683.0,1,1,1
2017-10-01,portugal,5562383796.0,1,1,1
2017-11-01,portugal,6412203761.0,1,1,1
2017-12-01,portugal,6669542848.0,1,1,1
